"algo","params","n_clusters_found","silhouette","calinski","davies","f1_macro","f1_weighted","ari","nmi"
"KMeans","{""k"": 2}",2,0.0488923095035937,18.822303971784418,3.535490653972978,"","","",""
"MiniBatchKMeans","{""k"": 2}",2,0.0381248203502389,11.137682012856885,5.0627960627285855,"","","",""
"Agglomerative(ward)","{""k"": 2}",2,0.04812192241500309,18.761067877871362,3.5115321611687786,"","","",""
"Agglomerative(average)","{""k"": 2}",2,0.08890335139170624,1.3958229913929012,0.8420927774598231,"","","",""
"Spectral","{""k"": 2}",2,0.08890335139170624,1.3958229913929012,0.8420927774598231,"","","",""
"Birch","{""k"": 2}",2,0.04812192241500309,18.761067877871362,3.5115321611687786,"","","",""
"GaussianMixture","{""k"": 2, ""cov"": ""diag"", ""reg"": 1e-06}",2,0.017063192466414995,4.991090760993188,7.698521408190899,"","","",""
"KMeans","{""k"": 3}",3,0.06700701049379126,17.528533623727963,3.5680921436338,"","","",""
"MiniBatchKMeans","{""k"": 3}",3,0.058658275672784393,15.720436936902152,3.387657422884765,"","","",""
"Agglomerative(ward)","{""k"": 3}",3,0.06657729768873084,17.500021235988072,3.5578628611808933,"","","",""
"Agglomerative(average)","{""k"": 3}",3,0.06198649243105076,1.334801799812402,0.8684961492071022,"","","",""
"Spectral","{""k"": 3}",3,0.057396475609721664,1.3193639422048693,0.8757521674358509,"","","",""
"Birch","{""k"": 3}",3,0.06657729768873084,17.500021235988072,3.5578628611808933,"","","",""
"GaussianMixture","{""k"": 3, ""cov"": ""diag"", ""reg"": 1e-06}",3,0.006082387867061092,4.963128099458158,6.365700468404177,"","","",""
"KMeans","{""k"": 4}",4,0.0709593961093632,16.45957374941215,3.141774477587396,"","","",""
"MiniBatchKMeans","{""k"": 4}",4,0.06743838476630183,15.132949715914492,3.1219775290176783,"","","",""
"Agglomerative(ward)","{""k"": 4}",4,0.07082480411435375,16.432086754678878,3.13102490759644,"","","",""
"Agglomerative(average)","{""k"": 4}",4,0.05889799268668445,1.9342640707173187,1.7045084837549331,"","","",""
"Spectral","{""k"": 4}",4,0.05019283327122609,1.302992555747575,0.8772784004681583,"","","",""
"Birch","{""k"": 4}",4,0.07082480411435375,16.432086754678878,3.13102490759644,"","","",""
"GaussianMixture","{""k"": 4, ""cov"": ""diag"", ""reg"": 1e-06}",4,0.010087182887762128,6.083194941251202,5.691497711626674,"","","",""
"KMeans","{""k"": 5}",5,0.07962735085820742,15.243122949374849,2.7909763207269838,"","","",""
"MiniBatchKMeans","{""k"": 5}",5,0.0615086423972514,11.662709204709033,4.292085501188569,"","","",""
"Agglomerative(ward)","{""k"": 5}",5,0.07978208095329076,15.225578378072528,2.795997169725128,"","","",""
"Agglomerative(average)","{""k"": 5}",5,0.05237742732638122,1.894581949562999,1.7056352139232953,"","","",""
"Spectral","{""k"": 5}",5,0.0323983074420262,1.263261881311121,0.8955206207243555,"","","",""
"Birch","{""k"": 5}",5,0.07978208095329076,15.225578378072528,2.795997169725128,"","","",""
"GaussianMixture","{""k"": 5, ""cov"": ""diag"", ""reg"": 1e-06}",5,0.02361748984288643,8.285384254924542,4.671507490330445,"","","",""
"KMeans","{""k"": 6}",6,0.07990057232747882,13.158654469100147,3.7195417839499023,"","","",""
"MiniBatchKMeans","{""k"": 6}",6,0.07212519569101751,11.78878057774589,3.683912181817385,"","","",""
"Agglomerative(ward)","{""k"": 6}",6,0.08431613795889126,14.07417971307721,2.6240411017442704,"","","",""
"Agglomerative(average)","{""k"": 6}",6,0.04983534562300362,1.8397098397323957,1.83823982407979,"","","",""
"Spectral","{""k"": 6}",6,0.03135719562556666,1.261322817900817,0.8941733032852982,"","","",""
"Birch","{""k"": 6}",6,0.08431613795889126,14.07417971307721,2.6240411017442704,"","","",""
"GaussianMixture","{""k"": 6, ""cov"": ""diag"", ""reg"": 1e-06}",6,0.060718887450945044,11.213957572807251,4.196699498761843,"","","",""
"KMeans","{""k"": 7}",7,0.08837218083799375,13.239868082794791,3.08190821691715,"","","",""
"MiniBatchKMeans","{""k"": 7}",7,0.08164822007293365,12.74877883403008,3.1755880959207237,"","","",""
"Agglomerative(ward)","{""k"": 7}",7,0.08463331143545358,13.143269597344133,3.058779441263458,"","","",""
"Agglomerative(average)","{""k"": 7}",7,0.048127843151427666,1.7601226929104894,1.6493318249035662,"","","",""
"Spectral","{""k"": 7}",6,0.03135719562556666,1.261322817900817,0.8941733032852982,"","","",""
"Birch","{""k"": 7}",7,0.08463331143545358,13.143269597344133,3.058779441263458,"","","",""
"GaussianMixture","{""k"": 7, ""cov"": ""diag"", ""reg"": 1e-06}",7,0.06352374253386345,10.308307888637179,4.573624429549203,"","","",""
"KMeans","{""k"": 8}",8,0.09263335315132347,12.18322054411137,3.0265544772270485,"","","",""
"MiniBatchKMeans","{""k"": 8}",8,0.08168462519416429,10.926878865295974,3.393723585022659,"","","",""
"Agglomerative(ward)","{""k"": 8}",8,0.09395009673189288,12.465749631151818,2.919935605559492,"","","",""
"Agglomerative(average)","{""k"": 8}",8,0.045354625402161425,1.6904145396845902,1.5532516296397156,"","","",""
"Spectral","{""k"": 8}",8,0.024548997942832277,1.3177229570133755,1.4408737074651428,"","","",""
"Birch","{""k"": 8}",8,0.09395009673189288,12.465749631151818,2.919935605559492,"","","",""
"GaussianMixture","{""k"": 8, ""cov"": ""diag"", ""reg"": 1e-06}",8,0.0431901316633887,8.051818487574979,3.50220735283135,"","","",""
"KMeans","{""k"": 9}",9,0.09465446902864133,11.357796178726066,2.432214499231901,"","","",""
